"","Handle","LevDistance","LevMatchCount","IntersectionalityScore","DDNADistance","APUScore","SADScore","GrantOwner","IPsSharedRatio","IPsUsedCount","IPsSharedCount","MetaRank_Loki","MetaRank_Thor"
"1512","r4dosl4w",4,0,3,0.22,0.15,1,0,0,2,0,0.634295680785968,0.777947180295099
"1513","dsimmons",2,0,4,0.53,0.16,0,0,0,2,0,0.690870536104035,0.832835478157428
"1514","gaelhector44",5,0,2,0.18,0.15,1,0,0,1,0,0.654400794659331,0.797452939039563
"1515","khususkeluarga",7,0,3,0,0.21,0,0,0,1,0,0.71817336998803,0.859324385115918
"1516","bairachnyi",4,0,3,0.5,0.05,0,0,0,3,0,0.674020886968635,0.816488135235912
"1517","jlowlansky",4,0,4,0.25,0.08,0,0,0,1,0,0.744116203406403,0.884493834689495
"1518","mogwaicr",3,0,4,0.31,0.2,1,0,0,1,0,0.685467395880421,0.827593411371426
"1519","valerialymar",4,0,3,0.14,0.2,1,0,0,2,0,0.627262868107116,0.771124023347431
"1520","blackdaveblackdave",8,0,4,0,0.11,1,0,0,1,0,0.642942645230007,0.786336369402894
"1521","hisham1978t",3,0,3,0.12,0.28,0,0,0,4,0,0.646886840588933,0.790162984044165
"1522","anteq7",2,0,3,0.49,0.11,0,0,0,4,0,0.620526888625468,0.76458885067921
"1523","hazyflorin",4,0,4,0.05,0.15,1,0,0,2,0,0.62146395028723,0.765497977522168
"1524","ramilachaudhary",4,0,3,0.3,0.1,1,0,0,3,0,0.606094586965336,0.750586791497499
"1525","thebellam",3,0,2,0.25,0.16,1,0,0,1,0,0.614283691052904,0.758531769559873
"1526","sukeblog314",5,0,3,0.21,0.16,1,0,0,1,0,0.695833276747484,0.837650274149741
"1527","nguyenhaiphung",4,0,1,0.29,0.15,1,0,0,1,0,0.623568943875245,0.767540218980987
"1528","ollidebolli",3,0,3,0.49,0.23,0,0,0,1,0,0.754664452381553,0.8947276289859
"1529","pikeystudio001",6,0,3,0.18,0.1,1,0,0,1,0,0.669450043748945,0.812053553782476
"1530","duowanyymn",4,0,3,0.43,0.13,0,0,0,5,0,0.700873620841183,0.842540360149752
"1531","akshayaditya2",4,0,1,0.55,0.1,1,0,0,1,0,0.616402265244713,0.76058718677004
"1532","skymark168",4,0,4,0.43,0.28,1,0,0,31,0,0.63591759289618,0.779520741455996
"1533","joeelittle253",5,0,1,0.13,0.15,1,0,0,1,0,0.614078041909743,0.758332251039473
"1534","ramentaro172839",6,0,1,0.15,0.18,0,0,0,12,0,0.624822239596773,0.768756152605317
"1535","mneslisahsuicmez",8,0,1,0.09,0.23,0,0,0,3,0,0.660680853870763,0.803545782912556
"1536","pampam242",3,0,3,0,0.21,0,0,0,1,0,0.644075655603648,0.78743560351529
"1537","cameturtle",3,0,4,0.72,0.08,0,0,0,13,0,0.641739791751141,0.785169374283568
"1538","divljo31",3,0,4,0.14,0.11,0,0,0,13,0,0.617292764836325,0.761451139608379
"1539","jhavierir",3,0,3,0,0.21,0,0,0,1,0,0.644075655603648,0.78743560351529
"1540","rsrosabio",3,0,4,0.22,0.1,0,0,0,22,0,0.613723006124852,0.757987799254253
"1541","prohexam",3,0,3,0.06,0.18,0,0,0,4,0,0.62108757355352,0.765132820984831
"1542","swidnikk",3,0,3,0.4,0.11,0,0,0,5,0,0.65383428947251,0.796903321983365
"1543","shad0wcrypt0",3,0,3,0.13,0.15,0,0,0,8,0,0.612139895739765,0.756451883097205
"1544","fatimafernanz",4,0,1,0.21,0.13,0,0,0,2,0,0.64590903711579,0.789214329947165
"1545","theundervalued",6,0,2,0.5,0.11,0,0,0,2,0,0.728853544828603,0.869686172425411
"1546","yaroslav-lazovski",7,0,0,0.11,0.08,0,0,0,1,0,0.629429944455331,0.773226496812409
"1547","nabsku",2,0,4,0.52,0.26,0,1,0.04,24,1,0.630625037589171,0.774385962930965
"1548","nikitamashkov",3,0,4,0.47,0.23,0,1,0.16,87,14,0.608769965912685,0.753182414512902
"1549","jaeheebae",3,0,3,0.75,NA,0,0,0,1,0,0.807035140782359,0.795088832797833
"1550","caprice1026-disc",9,0,3,0.4,0.07,1,0,0,1,0,0.690286570140908,0.832268920849497
"1551","retrogradina",4,0,2,0.17,0.1,0,0,0,1,0,0.68352536953793,0.825709278928774
"1552","topmonster0008",5,0,2,0.24,0.07,1,0,0,1,0,0.620732537768629,0.764788369199611
"1553","aayush-gupta-coder",7,0,4,0.17,0.13,0,0,0,15,0,0.702156017856554,0.843784527526968
"1554","ddannehh",3,0,3,0.5,0.07,1,0,0,1,0,0.617517814842048,0.761669480630704
"1555","krishvardhan54",4,0,2,0.2,0.2,0,0,0,8,0,0.644401590094696,0.787751821547624
"1556","mdwasimraja",5,0,4,0.2,0.1,0,0,0,63,0,0.658519597781317,0.801448956198156
"1557","orlikmac",3,0,1,0.67,0.16,1,0,0,1,0,0.611266856924459,0.755604870510598
"1558","doandong123",3,0,2,0.15,0.21,0,0,0,4,0,0.619003920914324,0.763111284278129
"1559","whywhy2020ai",4,0,1,0.47,0.07,0,0,0,3,0,0.618835133410031,0.762947528511385
"1560","harusame1",2,0,4,0.26,0.13,1,0,0,1,0,0.619327915319115,0.76342562006027
"1561","youxiroy18",4,0,4,0.25,0.1,1,0,0,5,0,0.609425715067292,0.753818615077953
"1562","jannojahisoo",5,0,3,0.29,NA,1,0,0,1,0,0.765755925508448,0.75504019545286
"1563","gregmike",3,0,3,0.2,0.16,1,0,0,1,0,0.634617735104503,0.778259633827048
"1564","0x9x9x9",3,0,3,0.18,0.15,1,0,0,1,0,0.626129857733475,0.770024789235035
"1565","aderolium",3,0,4,0.11,0.13,0,0,0,5,0,0.639788064977369,0.783275830589954
"1566","lanlan3322",3,0,4,0.69,0.2,0,1,0,8,0,0.777964888318935,0.917333453797346
"1567","danibom18",3,0,2,0.38,0.1,0,0,0,1,0,0.678549048290687,0.820881307185114
"1568","0xsuuos",3,0,3,0.45,0.16,1,0,0,1,0,0.664673551386095,0.807419453808639
"1569","joaquimv",2,0,3,0.5,0.1,0,0,0,1,0,0.671267904571037,0.813817222212811
"1570","luobingeth",3,0,3,0.27,0.16,1,0,0,1,0,0.647814201819413,0.791062699636161
"1571","0xgametime",3,0,3,0.22,0.16,1,0,0,1,0,0.639151716685324,0.782658452526827
"1572","taewoonjasonkim",8,0,2,0.14,0.31,1,0,0,4,0,0.621341724853087,0.765379395760043
"1573","peridot-sun",5,0,2,0.54,0.13,0,0,1,1,1,0.626108516784656,0.770004084482918
"1574","andyliu870726",5,0,1,0.08,0.25,0,0,0,6,0,0.620511367935418,0.76457379267767
"1575","szatek1121",4,0,4,0.04,0.25,0,0,0,8,0,0.67056559334628,0.81313584764314
"1576","clem583",2,0,4,0.11,0.23,0,0,0,1,0,0.684033672137063,0.826202428479198
"1577","0xnuggan",2,0,4,0.52,0.2,0,1,0,21,0,0.712027176728277,0.853361416506205
"1578","amguguy",3,0,1,0.62,0.11,0,0,0,3,0,0.618437415727503,0.762561667221931
"1579","arjunsinghy96",5,0,0,0.1,0.1,0,0,0,1,0,0.6236329667217,0.767602333237339
"1580","emlazzarin",4,0,3,0.42,0.21,0,0,0,11,0,0.697986772491905,0.839739571863371
"1581","therisingstar50",7,0,3,0.12,0.15,1,0,0,3,0,0.633630231200079,0.777301568479085
"1582","punkrampant",5,0,5,0.52,0.31,0,0,0,5,0,0.789512281716045,0.928536606942868
"1583","rahulmanuwas",4,0,0,0.55,0.1,0,0,0,1,0,0.660861281892593,0.803720832180455
"1584","toprakdere",3,0,4,0.17,0.18,0,0,0,11,0,0.646939222917851,0.790213804799362
"1585","mkmakandar55",5,0,3,0.25,0.18,0,0,0,11,0,0.695654788811911,0.837477107132034
"1586","vijay0664kumar",6,0,2,0.07,0.23,0,0,0,22,0,0.630572655260253,0.774335142175768
"1587","mlonueedbdd",5,0,2,0.42,0.28,1,0,0,4,0,0.642521646512404,0.78592792111113
"1588","tkosei-onct",5,0,2,0.1,0.13,0,0,0,1,0,0.707679443428055,0.849143293824902
"1589","jane515",2,0,3,0.5,NA,0,1,0,4,0,0.774362148141106,0.763389857306613
"1590","simoncita",2,0,4,0.41,0.33,0,0,0,8,0,0.656680396010407,0.799664583015704
"1591","patrickworkman",5,0,4,0.27,0.23,0,0,0.33,6,2,0.62643639136196,0.770322184765443
"1592","poohpoohpoohpooh",8,0,3,0,0.28,0,0,0,2,0,0.688136954569,0.830183387636251
"1593","kwan1925",3,0,4,0.19,NA,0,0,0,1,0,0.795043467632571,0.783454644358237
"1594","tttrucadp357",6,0,2,0.19,0.16,1,0,0,4,0,0.608492533578043,0.75291325273538
"1595","dredamonsta1",4,0,3,0.17,NA,0,0,0,1,0,0.801798847976781,0.790008639528383
"1596","sonnyd1982",3,0,2,0.5,0.2,0,0,0,4,0,0.659055061588038,0.801968457251275
"1597","t-forthefuture",5,0,3,0.45,0.07,1,0,0,2,0,0.635756565736913,0.779364514690022
"1598","cumbierodigital",5,0,4,0.19,0.08,1,0,0,3,0,0.620847002857747,0.764899421960966
"1599","0xwizardof0x",4,0,4,0.54,0.23,1,0,0,5,0,0.673467962385608,0.815951693931061
"1600","manipulation44",6,0,2,0.38,0.1,0,0,0,1,0,0.747534635389889,0.887810359528609
"1601","bravobravo3220",7,0,4,0.43,0.11,1,0,0,7,0,0.667979458366719,0.810626808136591
"1602","jackintheway",4,0,4,0.33,0.28,1,0,0,1,0,0.732985928554383,0.873695365335351
"1603","rocalitax",3,0,3,0,0.31,0,0,0,2,0,0.612826686274472,0.757118199665336
"1604","web3magnetic",5,0,3,0.42,0.08,1,0,0,1,0,0.678708135363698,0.821035651700895
"1605","merajmehrabi",5,0,4,0.05,0.33,0,0,0,8,0,0.696816900479395,0.838604574997318
"1606","spyrek10",3,0,3,0,0.11,0,0,0,1,0,0.618383093312329,0.762508964216542
"1607","wallclimbr",4,0,4,0.28,0.29,1,0,0,4,0,0.664694892334913,0.807440158560756
"1608","relyt29",3,0,3,0.59,0.2,0,0,0,3,0,0.701055988949269,0.842717291667843
"1609","lassgallard",4,0,3,0.37,0,1,1,0,4,0,0.648384587178746,0.791616081192744
"1610","cryptokleij",3,0,3,0.11,0.18,0,0,0,1,0,0.695090223711346,0.836929372326028
"1611","mrstillalive",5,0,4,0.48,0.15,0,0,0,13,0,0.732739537599842,0.873456319560909
"1612","nickysummers",3,0,2,0.43,0.15,1,0,0,1,0,0.6292805578136,0.77308156354759
"1613","ilyha3332",3,0,2,0.25,0.15,1,0,0,1,0,0.61016876810343,0.754539516901666
"1614","doppelbock42",5,0,3,0.5,NA,0,0,0,5,0,0.793790171911043,0.782238710733908
"1615","farbodraziei",5,0,2,0.23,0.1,0,0,0,1,0,0.717762071701708,0.858925348075117
"1616","jerzjur",3,0,3,0.28,0.18,1,0,0,2,0,0.614176986308811,0.758428245799288
"1617","sfelton56",3,0,3,0.56,0.08,0,0,0,1,0,0.705104948966031,0.846645547819507
"1618","ventolus",3,0,4,0.11,0.11,0,0,0,5,0,0.63193459581213,0.775656481810875
"1619","ivelin",2,0,3,0.3,0.15,0,1,0,5,0,0.69071338911728,0.832683015891838
"1620","icezaland014",5,0,4,0,0.1,0,0,0,1,0,0.690829794292654,0.832795950903386
"1621","zlyzol",2,0,4,0,0.2,0,0,0,1,0,0.623943380522698,0.767903493268132
"1622","bangblack12",4,0,3,0,0.2,0,0,0,1,0,0.679076751752383,0.821393279237463
"1623","paliyo223",4,0,3,0,0.28,0,0,0,1,0,0.686691590308105,0.828781111242869
"1624","deniz3108",3,0,3,0,0.26,0,0,0,1,0,0.648458310456483,0.791687606700058
"1625","gempaz007",4,0,3,0,0.26,0,0,0,1,0,0.685707966576194,0.827826810395291
"1626","risby23",3,0,3,0,0.26,0,0,0,1,0,0.648458310456483,0.791687606700058
"1627","helmetmimin",4,0,3,0,0.28,0,0,0,1,0,0.686691590308105,0.828781111242869
"1628","gilang33-svg",5,0,4,0,0.25,0,0,0,2,0,0.694158982308353,0.836025892233647
"1629","babiola24",3,0,3,0,0.26,0,0,0,1,0,0.648458310456483,0.791687606700058
"1630","yonandamcp31",5,0,3,0,0.28,0,0,0,1,0,0.707803608948454,0.849263757837219
"1631","nattapongpi",4,0,4,0.14,0.07,0,0,0,6,0,0.640585440428681,0.784049435419055
"1632","thedecentralizedproducer",7,0,2,0.67,NA,0,0,0,1,0,0.852830876860785,0.839519348590853
"1633","ebus388",3,0,3,0.17,0.16,0,0,0,1,0,0.706146775285629,0.847656316172858
"1634","hadzija7",3,0,2,0.29,0.08,0,1,0,8,0,0.651785558385926,0.794915665780127
"1635","ilia-rar",3,0,3,0.11,0.23,0,0,0,10,0,0.614951080725049,0.75917926362608
"1636","bgizzleethboy",6,0,3,0.12,0.23,1,0,0,3,0,0.642773857725714,0.78617261363615
"1637","orpherfrch",4,0,3,0.5,0.05,0,0,0,8,0,0.64534253192897,0.788664712890967
"1638","dimankub",3,0,3,0.25,0.08,0,0,0,2,0,0.642434342630873,0.785843219852469
"1639","mosyaepul",4,0,3,0,0.18,1,1,0,1,0,0.675338205536618,0.817766183116592
"1640","yusuflm11",3,0,3,0,0.28,0,0,0,1,0,0.649441934188394,0.792641907547635
"1641","mohdikdik",4,0,3,0,0.18,0,0,0,2,0,0.638379562355342,0.781909316950228
"1642","rizky1807",3,0,3,0,0.2,0,0,0,1,0,0.641827095632672,0.785254075542229
"1643","profitsoverwages",7,0,2,0.25,0.13,1,1,0,2,0,0.718355738096116,0.85950131663401
"1644","kikiyo168",4,0,3,0,0.26,0,0,0,1,0,0.685707966576194,0.827826810395291
"1645","luimataveras",5,0,2,0.38,0.23,1,0,0,2,0,0.660273435756954,0.80315051037214
"1646","ultracoinuniversa",7,0,3,0,0.23,0,0,0,1,0,0.720045553225296,0.861140756551642
"1647","redvelvetzip",4,0,2,0.36,0,0,0,0,1,0,0.680962515593443,0.823222826424534
"1648","kzmkbl",3,0,4,0.28,0.26,1,0,0,2,0,0.649956057046296,0.793140703848637
"1649","suprianto789",4,0,3,0,0.28,0,0,0,1,0,0.686691590308105,0.828781111242869
"1650","irnawati1980",4,0,3,0.06,0.28,0,0,0,1,0,0.7309061560877,0.871677593129034
"1651","rangga66t8",4,0,3,0,0.28,0,0,0,1,0,0.686691590308105,0.828781111242869
"1652","bessonov0011",5,0,2,0.17,0.06,0,0,0,1,0,0.68214402812349,0.824369116791742
"1653","rahmannmaulanaa",5,0,3,0,0.25,0,0,0,1,0,0.70570831579172,0.847230927629362
"1654","agungbhonest",3,0,3,0,0.21,0,0,0,1,0,0.644075655603648,0.78743560351529
"1655","tomiafandi",3,0,4,0,0.26,0,0,0,1,0,0.674899746042709,0.817340794573096
"1656","take7709",3,0,4,0.08,0.1,0,0,0,1,0,0.681459177675039,0.823704682473804
"1657","quynvp11296",5,0,2,0.11,0.2,0,0,0,1,0,0.72606758096465,0.866983261149038
"1658","changsheng1239",4,0,4,0.04,0.13,0,0,0,3,0,0.678133869831853,0.820478505643927
"1659","piercesword",4,0,4,0,0.44,0,0,0,8,0,0.63451103036041,0.778156110066462
"1660","thickforest",4,0,4,0.1,0.28,0,0,0,24,0,0.664341796636278,0.807097589025728
"1661","hrkw-lab",3,0,4,0.17,0.07,0,0,0,3,0,0.630015850504713,0.773794936370532
"1662","arubabb",2,0,2,0.15,0.16,0,0,0,1,0,0.628657790125349,0.77247736123581
"1663","xiaomugua2000",5,0,4,0.48,0.25,1,0,0,1,0,0.762102743087958,0.901944176223792
"1664","justmikaa",3,0,3,0.18,0.23,1,0,0,1,0,0.640385611544289,0.783855563649231
"1665","modalgratisan20",6,0,3,0,0.08,0,0,0,1,0,0.662275604773388,0.805092992570759
"1666","gentapramudia",6,0,3,0,NA,0,0,0,1,0,0.764308621161297,0.753636036809285
"1667","aserdobintsev",4,0,3,0.22,NA,0,0,0,1,0,0.814496712523839,0.802327967038035
"1668","wirelessfuture",5,0,4,0,0.21,0,0,0,4,0,0.666631098418636,0.809318644252831
"1669","sosomastad",4,0,3,0.5,0.25,0,0,0,7,0,0.715540672938319,0.85677017160475
"1670","zeck17",2,0,3,0.12,0.1,0,0,0,1,0,0.621394107182005,0.76543021651524
"1671","baboy4547",4,0,3,0,0.08,0,0,0,1,0,0.630539673793897,0.774303143922496
"1672","gyrosxramazzoti",6,0,4,0,0.1,1,0,0,1,0,0.62288603351305,0.766877666913241
"1673","redonski",3,0,4,0.33,0.13,0,0,0,3,0,0.6978141048151,0.839572051596242
"1674","napogeof",3,0,0,0.51,0.18,0,1,0,39,0,0.626226862046287,0.770118901744658
"1675","lyonytys",3,0,3,0.39,0.1,0,0,0,12,0,0.618724548493426,0.762840240250415
"1676","insight82",2,0,4,0.2,0.15,0,0,0,4,0,0.628939102632503,0.772750287513717
"1677","suvrajit-das",4,0,2,0.1,0.23,0,0,0,5,0,0.637419219658506,0.78097760310496
"1678","minotorxbt",4,0,3,0,0.16,0,1,0,5,0,0.681732729837169,0.823970079750941
"1679","burningandreas1993",8,0,3,0.21,0.08,1,0,0,1,0,0.671640401132234,0.814178614249763
"1680","085819666304",6,0,3,0,0.25,0,0,0,1,0,0.716332228130863,0.857538129683274
"1681","aksanitqwim",5,0,3,0,0.25,0,0,0,1,0,0.70570831579172,0.847230927629362
"1682","farissalmann",4,0,3,0,0.25,0,0,0,2,0,0.646605528081779,0.789890057766258
"1683","andysyahputra14",6,0,3,0,0.16,1,0,0,1,0,0.62622492196003,0.770117019494465
"1684","yanbe0677",3,0,3,0,0.25,0,0,0,1,0,0.64734664103166,0.790609077339778
"1685","lordfella",3,0,3,0,0.2,0,0,0,1,0,0.641827095632672,0.785254075542229
"1686","poncopamungkas24",5,0,3,0,0.2,0,0,0,10,0,0.613222463870744,0.757502178704598
"1687","rafiq9188",3,0,3,0,0.2,0,0,0,1,0,0.641827095632672,0.785254075542229
"1688","farhanald0",4,0,3,0,0.2,0,0,0,1,0,0.679076751752383,0.821393279237463
"1689","social-token",4,0,3,0,0.16,0,0,0,1,0,0.673056664099286,0.815552656890259
"1690","masdam-com",4,0,3,0,0.16,0,0,0,2,0,0.635065895029693,0.778694433621506
"1691","kikifajarresa",6,0,3,0,0.21,0,0,0,1,0,0.713061242702851,0.854364655858786
"1692","colbyg333",3,0,4,0.29,0.11,0,0,0,7,0,0.659216088747306,0.802124684017249
"1693","cschneider1984",4,0,3,0.1,0.08,0,0,0,2,0,0.645720848748935,0.789031751678497
"1694","0xvivekz",3,0,3,0.36,0.2,1,0,0,1,0,0.664452381552884,0.807204877286699
"1695","nanakuronbee",5,0,4,0.2,0.08,0,0,0,3,0,0.702187059236654,0.843814643530047
"1696","singularityhacker",4,0,5,0.47,0.11,0,0,0,3,0,0.749109985429952,0.889338746684887
"1697","guantanamoboy",5,0,3,0.3,0.13,0,0,0,5,0,0.710409144790577,0.851791619845693
"1698","sashamaxymchuk",4,0,2,0,0.13,0,0,0,1,0,0.633395480763075,0.777073816205798
"1699","nikulbava",3,0,3,0.44,0.2,1,0,0,2,0,0.632182926852928,0.77589740983551
"1700","llydia-eth",4,0,1,0.11,0.08,0,0,0,1,0,0.626690542661527,0.770568759540656
"1701","alfredbrown1",4,0,3,0.53,0.13,1,0,0,1,0,0.695856557782559,0.83767286115205
"1702","schmackofant",6,0,4,0.55,0.28,0.04,0,0,4,0,0.770891333828702,0.910470769595636
"1703","maksimcyupa",5,0,3,0.17,NA,0,0,0,3,0,0.772028224374856,0.761125510325083
"1704","douyenvi2514",5,0,1,0.4,0.1,1,0,0,1,0,0.630312683701917,0.774082920649979
"1705","phamtruongphuc46",7,0,1,0.38,0.11,1,0,0,1,0,0.656707557217994,0.799690934518398
"1706","aren49",2,0,4,0.44,0.1,0,0,0,2,0,0.657066473175397,0.800039150804003
"1707","imzyroo",3,0,3,0.05,0.18,0,0,0,1,0,0.681759891044756,0.823996431253635
"1708","sjh437407066",7,0,4,0.52,0.16,0,0,0.07,30,2,0.632782413506105,0.77647902514498
"1709","noahyeh",3,0,3,0.11,NA,0,1,0,3,0,0.777382862442064,0.766320520856273
"1710","kevinrolsen",3,0,3,0.5,0.41,0,1,0.3,10,3,0.626058074541994,0.769955145977914
"1711","ahmadabugosh",5,0,5,0.27,0.28,0,0,0.25,4,1,0.680068135829319,0.82235510908581
"1712","suii00",2,0,4,0.56,0.25,0,0,0,6,0,0.666908530753277,0.809587806030353
"1713","maxwshen",3,0,3,0.44,0.13,0,0,0,3,0,0.679866366858671,0.822159355065794
"1714","jthingelstad",5,0,3,0.23,0.11,0,0,0,4,0,0.697961551370574,0.839715102610869
"1715","su007-eth",3,0,3,0.4,0.25,0,0,0,1,0,0.751657318684389,0.891810141187587
"1716","seii-saintway",6,0,2,0,0.31,0,1,0,99,0,0.65639520333074,0.799387892237412
"1717","nauryzbay",3,0,3,0.3,0.08,0,0,0,8,0,0.605997582652525,0.750492678987876
"1718","zen21090",3,0,3,0.21,0.33,0,0,0,7,0,0.652947670053411,0.79604313364541
"1719","hypergamedoteth",7,0,4,0.14,0.34,0,0,0.1,10,1,0.641805754683853,0.785233370790112
"1720","nhanha7272",3,0,4,0.25,0.36,0,0,0,15,0,0.670707219642985,0.81327325190719
"1721","pijuthoo",3,0,4,0.58,0.08,1,0,0,2,0,0.615480724273001,0.759693117928621
"1722","0xnetrunner",3,0,3,0.25,0.26,0,0,0,4,0,0.673345736951465,0.815833112168936
"1723","ilitchpeters1",5,0,3,0,0.23,1,0,0,1,0,0.625741840482228,0.769648339196543
"1724","wryryery",4,0,3,0.33,0.16,0,0,0,4,0,0.709229572346787,0.850647211728677
"1725","jon-spark-eco",6,0,4,0.57,0.49,1,1,0.1,48,5,0.625274279694475,0.76919471690016
"1726","ravenwoodau",4,0,3,0.14,0.13,0,0,0,1,0,0.728230777140352,0.869081970113631
"1727","bibililia",3,0,4,0.28,0.15,1,0,0,2,0,0.633189831619914,0.776874297685397
"1728","tunsky107",3,0,4,0.25,0.11,0,0,0,17,0,0.63480980364387,0.778445976596101
"1729","cointesla10",4,0,4,0.2,0.16,1,0,0,3,0,0.645024357782947,0.788356023859403
"1730","boyluan",2,0,4,0.14,0.18,0,0,0,1,0,0.685981518738323,0.828092207672428
"1731","schorgie30",4,0,4,0.22,0.29,0,0,0.2,5,1,0.634245238543306,0.777898241790095
"1732","gekonn",2,0,4,0.5,0.11,0,0,0,6,0,0.635696423062969,0.779306164934055
"1733","plaguerider",4,0,0,0.25,0.1,0,0,0,1,0,0.636484098083001,0.780070358512194
"1734","philipbquick",5,0,1,0.27,0.13,1,0,0,1,0,0.636786751538973,0.780363989542218
"1735","earth2travis",4,0,4,0.14,0.38,0,0,0,1,0,0.780766372872938,0.920051423075258
"1736","jacobmort",3,0,3,0.52,0.15,0,0,0,1,0,0.742292522325543,0.882724519508582
"1737","cryptododopl",3,0,3,0.47,0.18,1,0,0,1,0,0.668722511402857,0.811347709960303
"1738","mikepica",3,0,2,0.4,0.07,0,0,0,2,0,0.622748287388857,0.766744027149577
"1739","miramon4",3,0,2,0.56,0.15,1,0,0,1,0,0.634848605368995,0.77848362159995
"1740","serhiyprots",5,0,4,0,0.15,0,0,0,6,0,0.642125868916132,0.785543942071868
"1741","heaven300684",4,0,4,0.15,0.11,1,0,0,1,0,0.670773182575697,0.813337248413734
"1742","7i7o",2,0,5,0.17,0.13,0,0,0,2,0,0.652852605826855,0.79595090338598
"1743","bdk81",2,0,3,0.17,0.23,0,1,0,17,0,0.652348183400234,0.79546151833594
"1744","vladimirraketa",4,0,4,0.11,0.11,1,0,0,1,0,0.659476060305641,0.802376905543039
"1745","7147eth",2,0,2,0.29,0.13,0,1,0,12,0,0.631637762614926,0.775368497531429
"1746","sirhaxington",5,0,2,0.22,0.15,0,0,0,2,0,0.703884634710859,0.84546161244845
"1747","alexandrecolauto",5,0,0,0.33,NA,0,0,0,1,0,0.762236609039638,0.751625793603737
"1748","benjiming22",3,0,4,0.2,0.08,1,0,0,1,0,0.61854218038534,0.762663308732323
"1749","arselzer",2,0,3,0.27,0.18,0,0,0,4,0,0.623122724036311,0.767107301436722
"1750","shpilka85",4,0,2,0,0.23,0,0,0,1,0,0.653106757126422,0.796197478161192
"1751","akorolchuk",3,0,3,0,0.28,0,0,0,2,0,0.611451165118801,0.755783684278882
"1752","cryptoyurchok",3,0,3,0.29,0.08,1,0,0,1,0,0.607735899938111,0.752179175160321
"1753","thatguy1466",4,0,4,0.52,NA,0,0,0,3,0,0.820470238106786,0.808123415380619
"1754","ckellond",3,0,3,0.31,0.13,0,0,0,1,0,0.722003100257837,0.863039946995835
"1755","unempyd",3,0,2,0.29,0.13,1,0,0,1,0,0.610591706907289,0.754949847443622
"1756","bhessel",2,0,4,0.3,0.08,0,0,0,3,0,0.616792222582216,0.760965519058724
"1757","tmakwana13",3,0,2,0.37,0.16,0,0,0,9,0,0.622812310235313,0.766806141405928
"1758","welovecolors",5,0,4,0,0.16,1,0,0,1,0,0.642042445207114,0.785463005313592
"1759","ujiujiujiujiuji",6,0,3,0.13,0.23,1,0,0,2,0,0.6607856185286,0.803647424422949
"1760","montoyaandres",4,0,4,0.17,0.03,0,0,0,10,0,0.62321584817661,0.76719764944596
"1761","an1ss",2,0,3,0.6,0.1,0,0,0,3,0,0.621176817521307,0.765219404493684
"1762","ivanborisovq",5,0,3,0.25,0.08,1,0,0,2,0,0.622228344272186,0.766239584097998
"1763","romanlyndov",4,0,3,0.07,0.26,1,0,0,2,0,0.615536986774432,0.759747703184203
"1764","incarterseyes",5,0,3,0.33,0.16,1,0,0,2,0,0.676030816330094,0.8184381464353
"1765","petrolistul",4,0,1,0.52,0.13,1,0,0,1,0,0.635700303235482,0.77930992943444
"1766","cryptowpanda",3,0,4,0.33,0.11,0,0,0,11,0,0.6542824493977,0.797338121777823
"1767","buzz5269",3,0,4,0.73,0.2,1,0,0,3,0,0.650724331203765,0.793886074924851
"1768","zklumi",2,0,3,0.25,0.2,1,0,0,1,0,0.606069365844005,0.750562322244997
"1769","the-anthonyware",6,0,0,0.59,0.18,1,1,0,4,0,0.663412495319542,0.80619599118354
"1770","mhmulford0",5,0,4,0.2,0.08,0,0,0,10,0,0.668505221742159,0.811136897938748
"1771","msolveyr",3,0,3,0.2,0.11,1,0,0,1,0,0.617193820437257,0.761355144848564
"1772","nebo9zdes",4,0,3,0.38,0.31,0,0,0.33,3,1,0.639306923585823,0.782809032542224
"1773","timbulbenggala",7,0,2,0.27,0.1,1,0,0,1,0,0.662040854336384,0.804865240297471
"1774","maakali1",3,0,3,0.31,0.13,1,0,0,1,0,0.643435427139091,0.786814460951779
"1775","waitfortheword",5,0,3,0,0.28,0,0,0,1,0,0.707803608948454,0.849263757837219
"1776","shravansunder",3,0,5,0.45,0.13,0,0,0,3,0,0.718978505784367,0.860105518945789
"1777","vilchesa",3,0,5,0.4,0.16,0,0,0,6,0,0.704340554981075,0.845903941243678
"1778","jamestewartjr",4,0,3,0,0.23,0,0,0,1,0,0.683197494960626,0.825391178646248
"1779","sanshiliuxiao",5,0,4,0.35,0.31,0,0,0,6,0,0.761664283594049,0.901518787680296
"1780","porkchopporhub",4,0,3,0.25,0.13,1,0,0,4,0,0.609805971973514,0.754187536115676
"1781","louispotterie",5,0,2,0.2,NA,0,0,0,2,0,0.767944342805481,0.757163373669955
"1782","keepyourlightson",8,0,3,0.36,0.04,1,0,0,4,0,0.615335217803784,0.759551949164187
"1783","poleschuka",3,0,4,0.17,0.15,0,0,0,7,0,0.64985129238846,0.793039062338244
"1784","nilsonleow",3,0,3,0.47,0.1,0,0,0,1,0,0.714196193162748,0.855465772221375
"1785","yemlihan21",4,0,4,0.28,0.29,0,0,0,42,0,0.698021694044517,0.839773452366836
"1786","tymurtarasov",4,0,3,0.13,0.28,0,0,0,3,0,0.695817756057434,0.837635216148201
